;Title, http://www.gcdataconcepts.com, HAM-IMU, MPU-9250,,,,,,,,,,,,
;Version,1191, Build date, Nov 15 2016,  SN:CCDC30161C28AA2,,,,,,,,,,,
;Start_time, 2018-06-15, 17:42:21.889,2018-06-15 17:42:21.889,,,,,,,,,,,,
;Temperature,-999, deg C,  Vbat,4084, mv,,,,,,,,,,
;MPU SR,200,Hz,  Accel sens,2048,counts/g, Gyro sens,16,counts/dps,  Mag SR,10,Hz,  Mag sens,1666,counts/mT,
;Deadband,0, counts,,,,,,,,,,,,,
;DeadbandTimeout,5,sec,,,,,,,,,,,,,
;Time, Ax, Ay, Az, Gx, Gy, Gz, Qw, Qx, Qy, Qz, Mx, My, Mz, T,Date Time
144.047272,2871,-1067,1004,-2170,641,922,1521.086,-3833.15,-13899.774,7630.53,,,,,2018-06-15 17:44:45.936
144.067261,2473,-1079,922,-612,1981,1445,1334.044,-3836.272,-13704.53,8007.786,,,,,2018-06-15 17:44:45.956
144.08725,1912,-570,710,-1885,2031,765,984.74,-3671.891,-13515.852,8444.21,,,,,2018-06-15 17:44:45.976
144.107239,878,-376,-283,-2905,2267,674,578.798,-3469.419,-13307.168,8887.228,372,68,916,,2018-06-15 17:44:45.996
144.127228,1819,-432,228,-3082,1813,631,151.289,-3216.42,-13214.363,9134.977,,,,,2018-06-15 17:44:46.016
144.147217,1719,-331,605,-2964,560,167,-228.375,-2992.839,-13121.761,9340.533,,,,,2018-06-15 17:44:46.036
144.167206,1543,-341,335,-2628,835,531,-590.41,-2802.915,-13007.29,9541.536,,,,,2018-06-15 17:44:46.056
144.187195,1672,-351,611,-2372,907,344,-972.963,-2599.395,-12881.329,9736.698,,,,,2018-06-15 17:44:46.076
144.207184,1339,-669,76,-2865,1014,446,-1418.94,-2323.474,-12725.92,9953.616,547,20,795,,2018-06-15 17:44:46.096
144.227173,1403,-627,168,-3381,1020,209,-1880.698,-1925.866,-12546.677,10186.773,,,,,2018-06-15 17:44:46.116
144.247162,1698,-555,216,-3914,1163,-353,-2287.33,-1447.03,-12259.065,10527.344,,,,,2018-06-15 17:44:46.136
144.267181,1648,-608,1,-3830,2086,-780,-2638.484,-976.54,-11911.737,10891.773,,,,,2018-06-15 17:44:46.156
144.28714,1833,-562,-339,-3559,2253,-852,-2936.363,-504.563,-11611.409,11168.429,,,,,2018-06-15 17:44:46.176
144.307159,1922,-557,-675,-3298,1541,-1013,-3183.041,-35.981,-11318.705,11410.052,643,-39,681,,2018-06-15 17:44:46.196
144.327118,1748,-135,-646,-3167,1527,-1275,-3369.698,509.018,-11035.6,11620.542,,,,,2018-06-15 17:44:46.216
144.347137,1867,28,-729,-3246,1249,-1811,-3472.477,1064.5,-10748.429,11820.129,,,,,2018-06-15 17:44:46.236
144.367126,2223,-41,-456,-2768,1171,-2061,-3498.13,1554.454,-10458.085,12017.098,643,-39,681,39667,2018-06-15 17:44:46.256
144.387115,2131,5,-463,-2214,1385,-2051,-3493.005,1946.638,-10154.657,12219.979,,,,,2018-06-15 17:44:46.276
144.407104,1995,601,-628,-1665,1618,-1726,-3470.056,2242.163,-9842.975,12429.106,678,-72,638,,2018-06-15 17:44:46.296
144.427093,2270,429,-596,-1328,1546,-1680,-3436.275,2480.112,-9465.055,12684.211,,,,,2018-06-15 17:44:46.316
144.447082,869,-267,-1179,-898,3091,-930,-3529.537,2406.876,-8917.183,13064.019,,,,,2018-06-15 17:44:46.336
144.467071,823,-293,-1315,5,3887,-88,-3590.921,2388.423,-8523.041,13311.421,,,,,2018-06-15 17:44:46.356
144.48706,1786,224,-1351,-954,1620,-387,-3681.192,2651.744,-8430.767,13295.664,,,,,2018-06-15 17:44:46.376
144.507049,1432,776,-1176,-1697,-316,-414,-3768.699,2923.492,-8386.704,13241.93,686,-69,565,,2018-06-15 17:44:46.396
144.527038,1908,683,-997,-1609,-215,-348,-3843.702,3180.227,-8372.085,13170.259,,,,,2018-06-15 17:44:46.416
144.547027,1576,506,-986,-1469,-639,-217,-3976.742,3356.094,-8336.889,13109.305,,,,,2018-06-15 17:44:46.436
144.567016,1649,234,-941,-1109,309,327,-4150.962,3430.748,-8222.459,13108.245,,,,,2018-06-15 17:44:46.456
144.587036,1592,340,-914,-1083,579,509,-4368.055,3507.788,-8092.992,13097.879,,,,,2018-06-15 17:44:46.476
144.606994,1836,32,-831,-1130,865,756,-4619.692,3514.045,-7975.81,13081.736,691,-23,511,,2018-06-15 17:44:46.496
144.627014,1837,-390,-883,-842,511,1077,-4869.683,3475.74,-7860.235,13071.249,,,,,2018-06-15 17:44:46.516
144.646973,1555,-334,-979,-775,1039,1062,-5099.058,3511.179,-7678.548,13082.299,,,,,2018-06-15 17:44:46.536
144.666992,1573,640,-445,-1382,922,311,-5259.211,3737.31,-7507.02,13055.776,,,,,2018-06-15 17:44:46.556
144.686981,2063,629,183,-1766,420,-21,-5386.321,3816.235,-7390.76,13047.452,,,,,2018-06-15 17:44:46.576
144.70697,2425,79,-189,-259,792,328,-5487.127,3645.954,-7156.658,13183.934,689,2,488,,2018-06-15 17:44:46.596
144.726959,1783,249,-578,424,2672,435,-5721.581,3317.102,-6624.501,13446.626,,,,,2018-06-15 17:44:46.616
144.746948,614,560,-1005,42,4886,882,-6085.995,2896.495,-5835.163,13746.173,,,,,2018-06-15 17:44:46.636
144.766937,-71,240,-1552,-128,6105,1318,-6401.084,2452.755,-4985.639,14021.018,,,,,2018-06-15 17:44:46.656
144.786926,656,1068,-1555,-4,5198,650,-6537.139,2356.691,-4490.052,14141.665,,,,,2018-06-15 17:44:46.676
144.806915,2413,2143,-1836,-1583,1647,-83,-6755.351,2758.761,-4111.209,14081.472,692,-14,461,,2018-06-15 17:44:46.696
144.826904,1649,1112,-1971,-4099,1682,971,-7136.755,3338.908,-3582.527,13911.123,,,,,2018-06-15 17:44:46.716
144.846893,922,1058,-1252,-4436,1938,782,-7691.071,3434.827,-2688.275,13793.402,,,,,2018-06-15 17:44:46.736
144.866882,-774,1184,-3229,-2983,7093,2501,-8367.599,2825.441,-1359.176,13732.74,692,-14,461,39683,2018-06-15 17:44:46.756
144.886871,-682,1238,-4112,-532,9830,2100,-8581.666,1584.306,-443.622,13859.42,,,,,2018-06-15 17:44:46.776
144.90686,-746,159,-2311,4572,8730,-291,-8889.791,289.269,2.608,13759.482,666,-33,372,,2018-06-15 17:44:46.796
144.926849,329,-155,267,4363,3134,2838,-9297.398,-37.35,-422.275,13483.846,,,,,2018-06-15 17:44:46.816
144.946838,-1965,50,-233,2047,-2844,3575,-9873.074,-115.021,-540.493,13063.402,,,,,2018-06-15 17:44:46.836
144.966858,-1701,-123,-2053,803,1960,3089,-10076.034,-671.058,-3.282,12901.885,,,,,2018-06-15 17:44:46.856
144.986816,-677,-184,-2115,117,4332,1206,-10235.086,-720.677,466.707,12764.844,,,,,2018-06-15 17:44:46.876
145.006836,355,713,-3315,-2423,948,1362,-10426.34,-262.544,606.904,12620.999,875,-124,420,,2018-06-15 17:44:46.896
145.026825,1510,738,-3425,-2030,-2034,1741,-10609.215,246.333,371.949,12477.217,,,,,2018-06-15 17:44:46.916
145.046814,-54,122,-2971,-1001,-3257,895,-10791.38,314.083,151.954,12323.141,,,,,2018-06-15 17:44:46.936
145.066803,-291,273,-2231,1382,-159,1438,-11015.354,183.363,-117.239,12126.419,,,,,2018-06-15 17:44:46.956
145.086792,-472,220,-2705,1396,-655,1955,-11263.229,186.322,-302.167,11893.237,,,,,2018-06-15 17:44:46.976
145.106781,230,600,-2254,328,-637,1946,-11467.087,185.478,-391.314,11694.178,182,-1035,719,,2018-06-15 17:44:46.996
145.12677,-400,-694,1495,305,-345,1490,-11675.707,337.378,-495.581,11478.409,,,,,2018-06-15 17:44:47.016
145.146759,222,452,-3081,-968,-2050,2099,-11863.613,840.114,-325.768,11264.023,,,,,2018-06-15 17:44:47.036
145.166748,168,555,-2450,-1885,-260,1252,-12028.318,867.367,-136.403,11089.818,,,,,2018-06-15 17:44:47.056
145.186737,-208,666,-3137,-806,731,1379,-12188.327,965.204,21.727,10906.33,,,,,2018-06-15 17:44:47.076
145.206726,380,657,-1208,-921,38,1160,-12278.981,975.352,-43.965,10803.185,-97,-1218,351,,2018-06-15 17:44:47.096
145.226715,885,27,-868,626,-290,779,-12390.398,1011.417,-119.297,10671.283,,,,,2018-06-15 17:44:47.116
145.246796,366,299,-1785,-262,-412,1128,-12547.34,1075.399,10.491,10480.606,,,,,2018-06-15 17:44:47.136
145.266724,13,774,-1796,-1158,571,1393,-12689.551,1122.227,233.665,10300.327,,,,,2018-06-15 17:44:47.156
145.286713,-639,695,-1873,-1119,884,1167,-12815.112,1125.411,495.57,10133.913,,,,,2018-06-15 17:44:47.176
145.306671,-142,329,-1981,-1359,725,875,-12867.969,1295.226,662.017,10036.679,-263,-751,-190,,2018-06-15 17:44:47.196
145.326691,58,182,-1457,-1414,-871,483,-12862.819,1561.26,699.756,10002.806,,,,,2018-06-15 17:44:47.216
145.34668,84,627,-1494,-1073,-1164,56,-12837.087,1883.585,752.825,9976.471,,,,,2018-06-15 17:44:47.236
145.366669,596,425,-2138,-1622,-1467,176,-12832.451,2258.415,873.449,9894.457,-263,-751,-190,39730,2018-06-15 17:44:47.256
145.386658,696,656,-3200,-2010,-880,534,-12881.228,2550.898,1051.234,9741.521,,,,,2018-06-15 17:44:47.276
145.406647,827,264,-1848,-1703,-742,991,-12950.853,2824.867,1001.875,9577.432,-166,-480,-307,,2018-06-15 17:44:47.296
145.426636,912,1091,-330,-531,-1578,1206,-13004.105,3229.806,995.94,9375.774,,,,,2018-06-15 17:44:47.316
145.446625,595,1511,78,-2353,-2319,1064,-13023.466,3853.515,1266.729,9075.824,,,,,2018-06-15 17:44:47.336
145.466614,414,1972,-737,-3674,-466,1712,-13202.672,4048.603,1940.72,8600.424,,,,,2018-06-15 17:44:47.356
145.486603,421,2107,-2091,-4548,1603,1902,-13320.968,4162.485,2765.7,8124.768,,,,,2018-06-15 17:44:47.376
145.506592,1249,1819,-1511,-4387,3105,1326,-13435.832,4151.234,3425.263,7677.803,-85,-266,-401,,2018-06-15 17:44:47.396
145.526581,1202,2001,-2037,-3313,1969,1530,-13466.462,4414.791,3999.529,7183.538,,,,,2018-06-15 17:44:47.416
145.5466,1067,2377,-2651,-4401,421,2053,-13420.669,4867.984,4523.413,6645.489,,,,,2018-06-15 17:44:47.436
145.566559,577,2159,-2976,-4473,-329,2492,-13405.401,5319.172,4864.329,6064.268,,,,,2018-06-15 17:44:47.456
145.586548,-102,2146,-2446,-3013,-555,2870,-13451.386,5699.899,4876.09,5588.429,,,,,2018-06-15 17:44:47.476
145.606537,-169,1954,-2048,-1027,-1105,2979,-13502.043,6037.962,4708.081,5244.734,323,-110,-265,,2018-06-15 17:44:47.496
145.626526,50,1370,-1552,-296,-1216,2515,-13579.651,6226.409,4525.865,4977.639,,,,,2018-06-15 17:44:47.516
145.646545,782,1457,-1400,41,-317,2000,-13662.518,6279.275,4454.465,4743.361,,,,,2018-06-15 17:44:47.536
145.666534,956,1653,-1157,-256,528,1339,-13781.542,6171.089,4472.18,4519.047,,,,,2018-06-15 17:44:47.556
145.686523,217,1696,-1341,-144,1380,862,-13887.184,5989.456,4612.637,4293.198,,,,,2018-06-15 17:44:47.576
145.706512,1046,1571,-1956,-1313,1730,622,-13932.532,5735.645,4955.242,4107.059,514,77,-71,,2018-06-15 17:44:47.596
145.726501,1287,1889,-1800,-1478,2366,-268,-13989.704,5455.41,5190.089,4003.134,,,,,2018-06-15 17:44:47.616
145.74649,1189,2161,-1216,-432,1692,-530,-14049.993,5233.47,5211.859,4059.613,,,,,2018-06-15 17:44:47.635
145.766479,1174,1830,-568,857,896,-737,-14150.281,5015.287,5060.451,4176.566,,,,,2018-06-15 17:44:47.655
145.786468,1243,1251,-626,1784,699,-446,-14250.223,4859.331,4839.128,4282.092,,,,,2018-06-15 17:44:47.675
145.806457,918,661,73,1598,376,-221,-14372.836,4762.292,4512.055,4338.081,632,105,-7,,2018-06-15 17:44:47.695
145.826446,994,644,1027,2391,11,491,-14438.857,4734.321,4299.087,4365.648,,,,,2018-06-15 17:44:47.715
145.846466,976,1414,-2,46,2,72,-14349.571,4788.28,4602.208,4291.536,,,,,2018-06-15 17:44:47.735
145.866455,740,2118,-922,-2622,460,-272,-14262.341,4666.447,5142.786,4098.426,632,105,-7,39671,2018-06-15 17:44:47.755
145.886444,161,2096,-2292,-2940,2289,-244,-14270.652,4289.418,5644.163,3811.595,,,,,2018-06-15 17:44:47.775
145.906402,-38,1600,-2132,-1884,3513,34,-14315.012,3964.643,5862.925,3663.818,594,84,-29,,2018-06-15 17:44:47.795
145.926422,356,1080,-1530,-336,1263,-147,-14322.536,4070.704,5763.157,3676.379,,,,,2018-06-15 17:44:47.815
145.94638,782,1222,-720,686,-1635,455,-14290.499,4291.504,5639.289,3741.454,,,,,2018-06-15 17:44:47.835
145.9664,464,1446,-1581,-143,-914,14,-14257.67,4262.175,5748.546,3733.945,,,,,2018-06-15 17:44:47.855
145.986389,378,1462,16,-544,727,-371,-14277.745,4165.847,5715.612,3815.616,,,,,2018-06-15 17:44:47.875
146.006378,-72,1452,-1793,565,75,-701,-14245.859,3952.517,5932.287,3830.993,590,37,-44,,2018-06-15 17:44:47.895
146.026367,397,1914,-1486,-1097,1665,-846,-14208.783,3753.319,6110.266,3888.849,,,,,2018-06-15 17:44:47.915
146.046356,663,2014,-1393,-317,552,-1055,-14171.338,3604.158,6207.101,4011.303,,,,,2018-06-15 17:44:47.935
146.066345,573,1781,-1255,-29,701,-1031,-14201.725,3396.435,6189.95,4110.376,,,,,2018-06-15 17:44:47.955
146.086334,266,1566,-895,983,690,-733,-14255.998,3305.645,6026.179,4237.904,,,,,2018-06-15 17:44:47.975
146.106323,326,1302,-756,1178,-394,-515,-14267.182,3326.646,5866.152,4405.067,555,70,-24,,2018-06-15 17:44:47.995
146.126312,355,1135,-819,871,-680,-700,-14263.881,3249.713,5809.574,4545.914,,,,,2018-06-15 17:44:48.015
146.146301,386,1522,-534,461,400,-891,-14231.528,3120.693,5867.483,4661.861,,,,,2018-06-15 17:44:48.035
146.16629,107,1785,-1771,-527,472,-1074,-14088.94,2972.913,6223.45,4729.445,,,,,2018-06-15 17:44:48.055
146.186279,38,2173,-1498,-2189,1444,-1370,-13956.225,2729.701,6576.826,4790.962,,,,,2018-06-15 17:44:48.075
146.206299,254,2007,-1301,-1075,1360,-1386,-13894.013,2560.837,6701.81,4890.776,531,79,-29,,2018-06-15 17:44:48.095
146.226257,224,1369,-1180,211,146,-895,-13899.739,2567.069,6590.291,5021.046,,,,,2018-06-15 17:44:48.115
146.246277,197,1205,-380,942,-709,-305,-13954.714,2600.62,6363.872,5141.914,,,,,2018-06-15 17:44:48.135
146.266266,8,1317,-400,1188,-778,-271,-13916.375,2624.095,6347.158,5253.347,,,,,2018-06-15 17:44:48.155
146.286255,518,2066,-1028,-434,-189,-647,-13750.568,2632.607,6640.852,5322.196,,,,,2018-06-15 17:44:48.175
146.306244,180,2148,-1589,-2588,691,-847,-13579.606,2616.052,7019.305,5283.5,497,65,-43,,2018-06-15 17:44:48.195
146.326233,-62,1821,-1290,-1570,566,-457,-13568.034,2553.954,7069.916,5276.124,,,,,2018-06-15 17:44:48.215
146.346222,-65,1233,-1175,604,119,-13,-13622.884,2597.351,6903.017,5334.285,,,,,2018-06-15 17:44:48.235
146.366211,-109,1770,681,1001,-1004,121,-13667.604,2806.195,6592.298,5504.444,497,65,-43,39683,2018-06-15 17:44:48.255
146.3862,-18,2248,6,999,-2181,49,-13547.022,3063.871,6688.146,5549.326,,,,,2018-06-15 17:44:48.275
146.406189,-352,2438,-930,-2272,-808,57,-13318.869,3331.18,7035.646,5517.796,466,72,-19,,2018-06-15 17:44:48.295
146.426178,984,2262,-848,-2635,-678,-433,-13045.464,3684.348,7180.487,5754.779,,,,,2018-06-15 17:44:48.315
146.446167,939,1549,-1125,-1193,-2869,-548,-12852.049,4063.086,7217.777,5886.875,,,,,2018-06-15 17:44:48.335
146.466217,954,2174,-1685,-1358,-1516,-204,-12667.016,4217.686,7461.545,5875.253,,,,,2018-06-15 17:44:48.355
146.486145,1147,2766,-2147,-2518,-506,-506,-12356.974,4560.23,7790.929,5852.036,,,,,2018-06-15 17:44:48.375
146.506134,2036,2822,-1504,-2820,-1594,24,-12122.02,5005.02,7832.48,5924.027,444,82,-10,,2018-06-15 17:44:48.395
146.526123,1400,2089,-1307,-992,-2891,563,-12061.757,5425.313,7615.824,5959.417,,,,,2018-06-15 17:44:48.415
146.546142,484,2084,-429,675,-1522,1559,-12304.556,5472.684,7316.678,5792.174,,,,,2018-06-15 17:44:48.435
146.566131,-51,2157,-600,1569,905,2138,-12558.387,5379.397,7151.122,5535.872,,,,,2018-06-15 17:44:48.455
146.58612,265,1949,-1266,903,841,1263,-12704.911,5358.811,6996.024,5418.437,,,,,2018-06-15 17:44:48.475
146.606109,425,1437,-852,1134,31,918,-12915.846,5305.695,6703.336,5341.464,496,124,5,,2018-06-15 17:44:48.495
146.626099,335,1708,21,1996,638,1450,-13163.128,5210.166,6405.381,5195.454,,,,,2018-06-15 17:44:48.515
146.646088,98,1848,-285,1497,430,1352,-13225.786,5344.154,6275.483,5056.91,,,,,2018-06-15 17:44:48.535
146.666077,208,1171,-1257,-306,-914,1179,-13200.302,5552.042,6205.472,4985.419,,,,,2018-06-15 17:44:48.555
146.686066,703,1720,769,188,-647,787,-13315.982,5464.614,6012.001,5011.374,,,,,2018-06-15 17:44:48.575
146.706055,415,1582,-844,1040,433,-41,-13270.608,5478.663,6174.848,4917.509,531,154,74,,2018-06-15 17:44:48.595
146.726044,677,1718,-592,-1592,-40,18,-13145.116,5652.141,6308.571,4888.413,,,,,2018-06-15 17:44:48.615
146.746033,463,1524,-952,-1093,-933,130,-13053.919,5754.318,6436.464,4846.687,,,,,2018-06-15 17:44:48.635
146.766052,690,1660,-326,-942,127,-160,-13016.764,5703.125,6574.985,4821.124,,,,,2018-06-15 17:44:48.655
146.786011,860,1738,-844,-869,413,-401,-12876.502,5744.789,6840.952,4778.063,,,,,2018-06-15 17:44:48.675
146.806,357,2209,-577,-1971,82,-575,-12783.907,5633.983,7142.33,4717.257,558,113,27,,2018-06-15 17:44:48.695
146.825989,-143,2499,-310,-1158,1565,-888,-12755.845,5332.449,7466.091,4641.801,,,,,2018-06-15 17:44:48.715
146.845978,302,1872,-1192,-1234,1864,-1119,-12607.682,5280.264,7728.215,4677.103,,,,,2018-06-15 17:44:48.735
146.865967,1356,1475,-495,-1185,-1086,-710,-12393.156,5698.133,7622.872,4926.277,558,113,27,39687,2018-06-15 17:44:48.755
146.885956,1412,2031,-175,-357,-3606,-38,-12166.013,6064.344,7645.108,5019.92,,,,,2018-06-15 17:44:48.775
146.905975,480,2656,-750,-1649,-1003,143,-12092.769,6095.553,7894.406,4766.86,580,125,39,,2018-06-15 17:44:48.795
146.925934,123,2378,-903,-1570,1604,691,-12212.412,5948.845,7985.48,4487.289,,,,,2018-06-15 17:44:48.815
146.945953,-187,1949,-685,269,1764,812,-12384.93,5805.353,7908.666,4335.873,,,,,2018-06-15 17:44:48.835
146.965912,-126,2091,-822,702,726,476,-12396.165,5830.716,7881.984,4318.285,,,,,2018-06-15 17:44:48.855
146.985931,268,2332,-350,-247,-565,165,-12300.043,5971.798,7859.84,4439.021,,,,,2018-06-15 17:44:48.875
147.00592,808,1982,-543,5,-1475,-413,-12186.639,6094.413,7817.087,4655.376,538,193,76,,2018-06-15 17:44:48.895
147.025909,1155,1353,-4,369,-1298,-688,-12154.68,6153.116,7663.988,4909.34,,,,,2018-06-15 17:44:48.915
147.045898,1455,1564,482,1267,-1242,-612,-12067.015,6229.629,7610.958,5107.604,,,,,2018-06-15 17:44:48.935
147.065887,1565,1934,-416,-604,-869,-714,-11874.111,6332.296,7812.721,5128.774,,,,,2018-06-15 17:44:48.955
147.085876,1453,1618,-462,-1535,-381,-507,-11836.29,6341.944,7909.113,5056.019,,,,,2018-06-15 17:44:48.975
147.105865,591,1688,-461,-227,726,350,-11968.631,6196.156,7964.32,4833.688,560,210,109,,2018-06-15 17:44:48.995
147.125854,-237,2288,-601,-205,2178,579,-12120.95,5917.514,8137.095,4504.299,,,,,2018-06-15 17:44:49.015
147.145843,-484,2118,-824,-774,2869,473,-12237.703,5731.478,8221.855,4269.11,,,,,2018-06-15 17:44:49.035
147.165832,-156,1861,-336,310,656,453,-12275.427,5874.128,8032.066,4327.8,,,,,2018-06-15 17:44:49.055
147.185821,430,1751,408,889,-1858,662,-12154.683,6186.359,7865.401,4534.703,,,,,2018-06-15 17:44:49.075
147.20581,1034,2164,-12,-181,-2420,-169,-11921.785,6443.481,7925.6,4687.525,564,187,108,,2018-06-15 17:44:49.095
147.225799,1392,2035,70,-1161,-1612,-591,-11730.542,6599.053,8011.676,4805.764,,,,,2018-06-15 17:44:49.115
147.245819,1288,2050,-239,-636,-986,-625,-11629.18,6604.551,8136.924,4834.045,,,,,2018-06-15 17:44:49.135
147.265808,1167,2265,-652,-884,494,-587,-11601.556,6485.648,8327.772,4735.39,,,,,2018-06-15 17:44:49.155
147.285797,1170,2147,-848,-830,1075,-322,-11617.104,6425.019,8406.348,4640.126,,,,,2018-06-15 17:44:49.175
147.305786,970,1965,-619,-75,421,264,-11677.721,6452.253,8331.348,4585.12,540,204,129,,2018-06-15 17:44:49.195
147.325775,859,1947,-108,450,-100,699,-11738.392,6550.858,8183.558,4556.447,,,,,2018-06-15 17:44:49.215
147.345764,830,2003,-73,535,-578,847,-11785.55,6639.874,8070.857,4506.613,,,,,2018-06-15 17:44:49.235
147.365753,654,1899,-155,275,99,719,-11899.95,6574.742,8024.922,4381.782,540,204,129,39687,2018-06-15 17:44:49.255
147.385742,532,1951,-179,424,1105,535,-12027.043,6433.434,8022.497,4246.897,,,,,2018-06-15 17:44:49.275
147.405731,353,2147,-424,106,1329,260,-12110.483,6287.826,8075.137,4126.38,541,200,156,,2018-06-15 17:44:49.295
147.42572,297,1908,-419,-27,1078,66,-12201.112,6164.676,8059.05,4076.37,,,,,2018-06-15 17:44:49.315
147.445709,322,1686,-150,688,650,39,-12275.31,6094.806,7986.563,4101.26,,,,,2018-06-15 17:44:49.335
147.465698,536,1846,-359,494,99,-54,-12269.543,6085.548,7990.143,4125.222,,,,,2018-06-15 17:44:49.355
147.485687,718,1980,-538,-147,-121,-150,-12230.865,6116.471,8014.103,4147.809,,,,,2018-06-15 17:44:49.375
147.505676,595,1845,-390,-203,-273,-7,-12244.901,6140.816,7970.53,4154.377,559,214,171,,2018-06-15 17:44:49.395
147.525665,345,1639,-475,388,-55,214,-12278.431,6153.894,7910.746,4150.33,,,,,2018-06-15 17:44:49.415
147.545654,591,1508,-3,338,-202,213,-12273.57,6226.688,7828.481,4211.669,,,,,2018-06-15 17:44:49.435
147.565643,835,1959,16,250,-806,34,-12167.699,6340.197,7868.739,4274.037,,,,,2018-06-15 17:44:49.455
147.585663,1062,2269,-540,-928,-733,-366,-12028.067,6408.374,8017.394,4291.291,,,,,2018-06-15 17:44:49.475
147.605652,1274,2231,-184,-903,-247,-415,-11989.868,6387.944,8078.623,4313.759,570,227,137,,2018-06-15 17:44:49.495
147.625641,1232,2104,-671,-97,237,-316,-11994.342,6316.895,8145.805,4279.47,,,,,2018-06-15 17:44:49.515
147.64563,1034,1814,-376,-109,594,-124,-12051.276,6280.575,8113.835,4233.466,,,,,2018-06-15 17:44:49.535
147.665619,870,1887,-108,351,125,435,-12078.618,6355.127,8047.39,4170.647,,,,,2018-06-15 17:44:49.555
147.685669,575,2085,-459,-115,-222,736,-12086.629,6436.904,8028.025,4057.82,,,,,2018-06-15 17:44:49.575
147.705597,593,1837,-212,-149,19,736,-12123.883,6505.367,7942.853,4004.768,578,209,127,,2018-06-15 17:44:49.595
147.725586,797,1712,-167,367,-329,623,-12121.929,6608.006,7868.517,3989.356,,,,,2018-06-15 17:44:49.615
147.745605,685,1822,-407,-9,-548,440,-12108.897,6679.057,7850.841,3945.19,,,,,2018-06-15 17:44:49.635
147.765564,485,1885,-453,-146,34,369,-12145.158,6664.123,7837.984,3884.074,,,,,2018-06-15 17:44:49.655
147.785553,581,1776,-490,100,342,262,-12172.096,6653.55,7813.806,3866.553,,,,,2018-06-15 17:44:49.675
147.805542,773,1759,-227,177,-55,102,-12162.966,6705.974,7762.409,3908.016,557,216,152,,2018-06-15 17:44:49.695
147.825531,810,1700,-6,208,-619,88,-12136.813,6782.406,7713.778,3953.455,,,,,2018-06-15 17:44:49.715
147.84555,771,1909,-134,109,-512,81,-12113.794,6807.61,7724.522,3959.751,,,,,2018-06-15 17:44:49.735
147.865539,721,1946,-442,-278,118,-91,-12106.944,6764.215,7791.049,3924.574,557,216,152,39691,2018-06-15 17:44:49.755
147.885498,840,2048,-539,-288,412,-159,-12109.729,6702.574,7848.151,3907.93,,,,,2018-06-15 17:44:49.774
147.905487,855,2057,-842,-167,392,-296,-12131.681,6592.947,7911.563,3898.456,603,194,150,,2018-06-15 17:44:49.794
147.925506,883,1677,-432,83,781,-408,-12210.51,6458.938,7884.993,3930.38,,,,,2018-06-15 17:44:49.815
147.945495,968,1626,-103,776,387,-307,-12249.433,6392.5,7842.347,4002.544,,,,,2018-06-15 17:44:49.834
147.965454,1025,2082,-6,289,18,-391,-12218.757,6366.636,7882.038,4059.167,,,,,2018-06-15 17:44:49.854
147.985474,1008,2248,-421,-274,-4,-529,-12184.494,6318.754,7966.467,4072.134,,,,,2018-06-15 17:44:49.874
148.005463,916,1972,-462,-232,344,-300,-12231.297,6260.478,7947.038,4059.777,618,191,146,,2018-06-15 17:44:49.894
148.025452,544,1768,-346,511,332,189,-12318.02,6201.885,7873.192,4031.288,,,,,2018-06-15 17:44:49.914
148.045441,459,1621,-475,551,510,214,-12383.264,6128.879,7840.931,4005.851,,,,,2018-06-15 17:44:49.934
148.06543,424,1497,-432,300,394,0,-12424.707,6075.155,7808.643,4022.396,,,,,2018-06-15 17:44:49.954
